Title,Tags,Source
Kellogg Cereal Inflates Health Claims,AMERICAN VOICES,https://www.theonion.com/kellogg-cereal-inflates-health-claims-1819560599
American Cigarettes More Carcinogenic,AMERICAN VOICES,https://www.theonion.com/american-cigarettes-more-carcinogenic-1819560600
The Pill Turns 50,INFOGRAPHIC,https://www.theonion.com/the-pill-turns-50-1819589853
Cancer Panel's Findings Under Fire,AMERICAN VOICES,https://www.theonion.com/cancer-panels-findings-under-fire-1819560587
Report: Tanning Beds Addictive,AMERICAN VOICES,https://www.theonion.com/report-tanning-beds-addictive-1819560573
Depression Sufferers Smoke More,AMERICAN VOICES,https://www.theonion.com/depression-sufferers-smoke-more-1819560576
Getting Through Allergy Season,INFOGRAPHIC,https://www.theonion.com/getting-through-allergy-season-1819571475
"So We Meet Again, The Croup",COMMENTARY,https://www.theonion.com/so-we-meet-again-the-croup-1819584637
"Passage Of Health Care Reform Brings Democrat-Republican Score To 317,622-318,047",POLITICS,https://www.theonion.com/passage-of-health-care-reform-brings-democrat-republica-1819571426
Navy Bans Smoking On Submarines,AMERICAN VOICES,https://www.theonion.com/navy-bans-smoking-on-submarines-1819560551
Cola Lowers Sperm Count,AMERICAN VOICES,https://www.theonion.com/cola-lowers-sperm-count-1819560560
"Republicans, Leukemia Team Up To Repeal Health Care Law",POLITICS,https://www.theonion.com/republicans-leukemia-team-up-to-repeal-health-care-law-1819571470
"Breast-Feeding Saves Lives, Money",AMERICAN VOICES,https://www.theonion.com/breast-feeding-saves-lives-money-1819560549
Fatty Foods Trigger Addiction Response,AMERICAN VOICES,https://www.theonion.com/fatty-foods-trigger-addiction-response-1819560546
PepsiCo Develops New 'Healthier' Salt,AMERICAN VOICES,https://www.theonion.com/pepsico-develops-new-healthier-salt-1819560543
Health Inspector Repulsed By Restaurant's Customers,NEWS IN BRIEF,https://www.theonion.com/health-inspector-repulsed-by-restaurants-customers-1819571395
Good Night's Sleep Changes Nothing,LOCAL,https://www.theonion.com/good-nights-sleep-changes-nothing-1819571403
Stouffers To Include Suicide Prevention Tips On Single Serve Microwavable Meals,BREAKING NEWS,https://www.theonion.com/stouffers-to-include-suicide-prevention-tips-on-single-1819594893
Erectile Dysfunction Linked To Heart Disease Fatality,AMERICAN VOICES,https://www.theonion.com/erectile-dysfunction-linked-to-heart-disease-fatality-1819560531
I Didn't Spend 6 Weeks In A Medical License Reinstatement Ethics Class To Have You Call Me 'Mister',COMMENTARY,https://www.theonion.com/i-didnt-spend-6-weeks-in-a-medical-license-reinstatemen-1819584629
Alternate Health Care Bills,POLITICS,https://www.theonion.com/alternate-health-care-bills-1819589778
Wine May Help Women Moderate Weight,AMERICAN VOICES,https://www.theonion.com/wine-may-help-women-moderate-weight-1819560496
20% Of Teens Have High Cholesterol,AMERICAN VOICES,https://www.theonion.com/20-of-teens-have-high-cholesterol-1819560494
Area Dad Suffers Massive Nothing To Worry About,LOCAL,https://www.theonion.com/area-dad-suffers-massive-nothing-to-worry-about-1819571358
President Still Smoking,POLITICS,https://www.theonion.com/president-still-smoking-1819560536
Psychiatric Tome Getting Long-Awaited Update,AMERICAN VOICES,https://www.theonion.com/psychiatric-tome-getting-long-awaited-update-1819560516
'Lancet' Retracts Autism Paper,AMERICAN VOICES,https://www.theonion.com/lancet-retracts-autism-paper-1819560505
They Said I Would Never Walk Again And I Really Have To Commend Them For Their Spot-On Diagnosis,LOCAL,https://www.theonion.com/they-said-i-would-never-walk-again-and-i-really-have-to-1819589720
Alzheimer's Disease Causing Baby Boomers To Misremember 1960s Even More,NEWS,https://www.theonion.com/alzheimers-disease-causing-baby-boomers-to-misremember-1819571299
Self-Defense Tips That Will Only Make Him Angrier,LOCAL,https://www.theonion.com/self-defense-tips-that-will-only-make-him-angrier-1819589694
U.S. Obesity Levels Out,AMERICAN VOICES,https://www.theonion.com/u-s-obesity-levels-out-1819560475
Make-A-Reasonable-Request Foundation Provides Sick Child With Decent Seats To Minnesota Timberwolves Game,NEWS IN BRIEF,https://www.theonion.com/make-a-reasonable-request-foundation-provides-sick-chil-1819571274
Changing The Way We Think About Mental Illness: Anyone Really Up For Doing That?,MAGAZINE,https://www.theonion.com/changing-the-way-we-think-about-mental-illness-anyone-1819589682
Most People Exposed To Secondhand Smoke,AMERICAN VOICES,https://www.theonion.com/most-people-exposed-to-secondhand-smoke-1819560467
Antipsychotics Can Make Kids Fat,AMERICAN VOICES,https://www.theonion.com/antipsychotics-can-make-kids-fat-1819560459
Area Woman Morbidly Fit,LOCAL,https://www.theonion.com/area-woman-morbidly-fit-1819589659
Prima Donna Surgeon Storms Out Of Half-Full Operating Theater,NEWS IN BRIEF,https://www.theonion.com/prima-donna-surgeon-storms-out-of-half-full-operating-t-1819571172
Drug Found To Boost Female Libido,AMERICAN VOICES,https://www.theonion.com/drug-found-to-boost-female-libido-1819560445
Nation To Be Sterilized From 1 P.M. To 4 P.M. This Friday,NEWS IN BRIEF,https://www.theonion.com/nation-to-be-sterilized-from-1-p-m-to-4-p-m-this-frid-1819571165
Montessori School Of Dentistry Lets Students Discover Their Own Root Canal Procedures,NEWS,https://www.theonion.com/montessori-school-of-dentistry-lets-students-discover-t-1819571152
This Would Be The Best Mental Hospital Ever If Elliott Gould Weren't Hiding In The Toilet,COMMENTARY,https://www.theonion.com/this-would-be-the-best-mental-hospital-ever-if-elliott-1819584597
Scientists Replace Penile Tissue In Rabbits,AMERICAN VOICES,https://www.theonion.com/scientists-replace-penile-tissue-in-rabbits-1819560437
"AIDS: After Nearly 30 Years, It Still Looks Pretty Intense When Written In All Red And Set Against A Black Background",MAGAZINE,https://www.theonion.com/aids-after-nearly-30-years-it-still-looks-pretty-inte-1819589648
Man Dies After Secret 4-Year Battle With Gorilla,LOCAL,https://www.theonion.com/man-dies-after-secret-4-year-battle-with-gorilla-1819571099
October Is Breast Cancer Awareness Month,INFOGRAPHIC,https://www.theonion.com/october-is-breast-cancer-awareness-month-1819589611
Parents Against Swine Flu Vaccine,AMERICAN VOICES,https://www.theonion.com/parents-against-swine-flu-vaccine-1819560402
Autism More Common Than Thought,AMERICAN VOICES,https://www.theonion.com/autism-more-common-than-thought-1819560399
Obama: Health Care Plan Would Give Seniors Right To Choose How They Are Killed,POLITICS,https://www.theonion.com/obama-health-care-plan-would-give-seniors-right-to-cho-1819571045
New Anti-Smoking Ads Warn Teens 'It's Gay To Smoke',TODAY NOW,https://www.theonion.com/new-anti-smoking-ads-warn-teens-its-gay-to-smoke-1819594854
Nevada Has Highest Percentage Of Uninsured Children,POLITICS,https://www.theonion.com/nevada-has-highest-percentage-of-uninsured-children-1819560394
British Relax Assisted-Suicide Laws,AMERICAN VOICES,https://www.theonion.com/british-relax-assisted-suicide-laws-1819560405
Flavored Cigarettes Banned,AMERICAN VOICES,https://www.theonion.com/flavored-cigarettes-banned-1819560387
Kid With Cancer Hopes To Realize Dream Of Meeting Competent Oncologist,LOCAL,https://www.theonion.com/kid-with-cancer-hopes-to-realize-dream-of-meeting-compe-1819571025
Pregnant And Infirm Given First H1N1 Vaccine,AMERICAN VOICES,https://www.theonion.com/pregnant-and-infirm-given-first-h1n1-vaccine-1819560393
Color Blindness Cured in Monkeys,AMERICAN VOICES,https://www.theonion.com/color-blindness-cured-in-monkeys-1819560383
Does This Man Know He's About To Get His Achilles Tendon Slashed?,LOCAL,https://www.theonion.com/does-this-man-know-hes-about-to-get-his-achilles-tendon-1819589555
Report: Some Kid's Head Cracked Open In Gym This Morning,NEWS,https://www.theonion.com/report-some-kids-head-cracked-open-in-gym-this-morning-1819570977
RNC's Health Scare Tactics,POLITICS,https://www.theonion.com/rncs-health-scare-tactics-1819560385
Medical Malpractice: How Suing His Doctor Brought One Man's Son Back To Life,MAGAZINE,https://www.theonion.com/medical-malpractice-how-suing-his-doctor-brought-one-m-1819589550
Op-Ed Sparks Whole Foods Boycott,INFOGRAPHIC,https://www.theonion.com/op-ed-sparks-whole-foods-boycott-1819589538
"I'm Sorry, But There Was Almost Nothing Else We Could Have Done",COMMENTARY,https://www.theonion.com/im-sorry-but-there-was-almost-nothing-else-we-could-ha-1819584643
Plague In China,AMERICAN VOICES,https://www.theonion.com/plague-in-china-1819560380
Researchers Find New Strain Of HIV,AMERICAN VOICES,https://www.theonion.com/researchers-find-new-strain-of-hiv-1819560351
Blue Food Dye Helps Spinal Injuries,AMERICAN VOICES,https://www.theonion.com/blue-food-dye-helps-spinal-injuries-1819560352
The Onion On Breast Cancer,MAGAZINE,https://www.theonion.com/the-onion-on-breast-cancer-1819589502
"So This Is A Panic Attack, Eh?",COMMENTARY,https://www.theonion.com/so-this-is-a-panic-attack-eh-1819584644
Bad Lab Results Often Unreported,AMERICAN VOICES,https://www.theonion.com/bad-lab-results-often-unreported-1819560340
Plan B To Be Available As Generic,AMERICAN VOICES,https://www.theonion.com/plan-b-to-be-available-as-generic-1819560323
Anti-Smoking Drugs May Induce Suicide,AMERICAN VOICES,https://www.theonion.com/anti-smoking-drugs-may-induce-suicide-1819560327
Studies Show Alternative Medicine Ineffective,AMERICAN VOICES,https://www.theonion.com/studies-show-alternative-medicine-ineffective-1819560324
Cancer Walk Goes Under 15-Straight Miles Of High Tensile Power Lines,LOCAL,https://www.theonion.com/cancer-walk-goes-under-15-straight-miles-of-high-tensil-1819589479
Mississippi The Fattest State,AMERICAN VOICES,https://www.theonion.com/mississippi-the-fattest-state-1819560321
Vaccine Rejectors Put Kids At Risk,AMERICAN VOICES,https://www.theonion.com/vaccine-rejectors-put-kids-at-risk-1819560308
"20 Million Americans Without Health Care Attend Painful, Labored March On Washington",POLITICS,https://www.theonion.com/20-million-americans-without-health-care-attend-painful-1819570792
Lower IQs Linked To Epilepsy Medication,AMERICAN VOICES,https://www.theonion.com/lower-iqs-linked-to-epilepsy-medication-1819560301
Swine Flu Season Is Really Flu-ing By!,COMMENTARY,https://www.theonion.com/swine-flu-season-is-really-flu-ing-by-1819584571
Men's Health Department Proposed,POLITICS,https://www.theonion.com/mens-health-department-proposed-1819560286
Swine Flu Epidemic Hits U.S.,AMERICAN VOICES,https://www.theonion.com/swine-flu-epidemic-hits-u-s-1819560273
Renowned Hoo-Ha Doctor Wins Nobel Prize For Medical Advancements Down There,NEWS,https://www.theonion.com/renowned-hoo-ha-doctor-wins-nobel-prize-for-medical-adv-1819570649
FDA Approves Salmonella,NEWS,https://www.theonion.com/fda-approves-salmonella-1819570604
"Cleaner Air, Longer Life",AMERICAN VOICES,https://www.theonion.com/cleaner-air-longer-life-1819560229
FDA Approves Depressant Drug For The Annoyingly Cheerful,BREAKING NEWS,https://www.theonion.com/fda-approves-depressant-drug-for-the-annoyingly-cheerfu-1819594776
Horde Of Orange Monsters Exits Local Tanning Salon,LOCAL,https://www.theonion.com/horde-of-orange-monsters-exits-local-tanning-salon-1819570467
97th Birthday Celebrated With Nurses Who Just Happened To Be On Duty,LOCAL,https://www.theonion.com/97th-birthday-celebrated-with-nurses-who-just-happened-1819582259
Scientists Discover Pumpkin-Pie-Based Cancer Cure,PODCASTS,https://www.theonion.com/scientists-discover-pumpkin-pie-based-cancer-cure-1819582240
Testosterone Patch Revives Female Sex Drive,AMERICAN VOICES,https://www.theonion.com/testosterone-patch-revives-female-sex-drive-1819560168
Cranberry Juice Industry Hoping 2009 A Big Year For Urinary Tract Infections,NEWS IN BRIEF,https://www.theonion.com/cranberry-juice-industry-hoping-2009-a-big-year-for-uri-1819570438
Cancer Rate Declines For First Time,AMERICAN VOICES,https://www.theonion.com/cancer-rate-declines-for-first-time-1819560150
Bush Passes Three-Pound Kidney Stone,POLITICS,https://www.theonion.com/bush-passes-three-pound-kidney-stone-1819570393
New Genetic Links To Baldness Found,AMERICAN VOICES,https://www.theonion.com/new-genetic-links-to-baldness-found-1819560147
Flea Market Vendor Could Possibly Let Unidentifiable Lump Go For $15,LOCAL,https://www.theonion.com/flea-market-vendor-could-possibly-let-unidentifiable-lu-1819570396
"New Pain-Inducing Advil Created For People Who Just Want To Feel Something, Anything",NEWS,https://www.theonion.com/new-pain-inducing-advil-created-for-people-who-just-wan-1819570379
Blistex Executive Makes Fool Of Himself At Lip-Balm Conference,NEWS,https://www.theonion.com/blistex-executive-makes-fool-of-himself-at-lip-balm-con-1819570377
Coworker Has That Excuse That's Going Around,NEWS IN BRIEF,https://www.theonion.com/coworker-has-that-excuse-thats-going-around-1819570342
Majority Of Americans Never Use Physical Education After High School,NEWS,https://www.theonion.com/majority-of-americans-never-use-physical-education-afte-1819570362
Area Man Traces Bad Eating Habits Back 6 Generations,PODCASTS,https://www.theonion.com/area-man-traces-bad-eating-habits-back-6-generations-1819582187
Study: Autism Linked To Rainfall,AMERICAN VOICES,https://www.theonion.com/study-autism-linked-to-rainfall-1819560127
Burned Lower Half Of Mort's Face Revealed In 'Bazooka Joe' Stunner,ENTERTAINMENT,https://www.theonion.com/burned-lower-half-of-morts-face-revealed-in-bazooka-joe-1819570334
Plastic Surgeon General Warns Of Small Breasts Epidemic,NEWS,https://www.theonion.com/plastic-surgeon-general-warns-of-small-breasts-epidemic-1819570292
Area Man Pretty Sure It's Not Broken,LOCAL,https://www.theonion.com/area-man-pretty-sure-its-not-broken-1819570173
Another Disgusting Operation Proves John McCain Is Healthy,POLITICS,https://www.theonion.com/another-disgusting-operation-proves-john-mccain-is-heal-1819570130
Man Succumbs To 7-Year Battle With Health Insurance,LOCAL,https://www.theonion.com/man-succumbs-to-7-year-battle-with-health-insurance-1819570129
Botox May Cure Migraines,AMERICAN VOICES,https://www.theonion.com/botox-may-cure-migraines-1819560090
Best-Selling Exercise Equipment,TIME KILLERS,https://www.theonion.com/best-selling-exercise-equipment-1819589114
Homicidal Surgeon General May Be Hazardous To Your Health,PODCASTS,https://www.theonion.com/homicidal-surgeon-general-may-be-hazardous-to-your-heal-1819582128
Gum May Aid Colon Surgery Recovery,AMERICAN VOICES,https://www.theonion.com/gum-may-aid-colon-surgery-recovery-1819560096
Abortion Not Linked To Depression,AMERICAN VOICES,https://www.theonion.com/abortion-not-linked-to-depression-1819560077
Man Pinned Under Blankets For Three Days,LOCAL,https://www.theonion.com/man-pinned-under-blankets-for-three-days-1819570056
Moisturizers Cause Cancer In Mice,AMERICAN VOICES,https://www.theonion.com/moisturizers-cause-cancer-in-mice-1819560074
Absent-Minded Professor Says Cure For Cancer 'Around Here Somewhere',PODCASTS,https://www.theonion.com/absent-minded-professor-says-cure-for-cancer-around-her-1819582106
Granite Countertops May Contain Uranium,AMERICAN VOICES,https://www.theonion.com/granite-countertops-may-contain-uranium-1819560060
CDC Powerless To Stop Spread Of Virulent Mayonnaise-Borne Pathogen,NEWS,https://www.theonion.com/cdc-powerless-to-stop-spread-of-virulent-mayonnaise-bor-1819570022
Republican Enjoys Paying Huge Health Insurance Premiums,POLITICS,https://www.theonion.com/republican-enjoys-paying-huge-health-insurance-premiums-1819582101
People With That Brain-Eating Virus Should Really Just Take A Sick Day,COMMENTARY,https://www.theonion.com/people-with-that-brain-eating-virus-should-really-just-1819584489
Chinese Officials: Deadly Virus Sweeping China Is Just Olympic Fever,SPORTS,https://www.theonion.com/chinese-officials-deadly-virus-sweeping-china-is-just-1819594727
Kosher Plant Cited For Child Labor,AMERICAN VOICES,https://www.theonion.com/kosher-plant-cited-for-child-labor-1819560055
Report: 93% Of Drunk Drivers Get Home Just Fine,NEWS IN BRIEF,https://www.theonion.com/report-93-of-drunk-drivers-get-home-just-fine-1819569973
My Morbidly Obese Wife Said The Most Interesting Thing The Other Day,POLITICS,https://www.theonion.com/my-morbidly-obese-wife-said-the-most-interesting-thing-1819584495
How Are We Self-Medicating?,TIME KILLERS,https://www.theonion.com/how-are-we-self-medicating-1819589056
Domino's Scientists Test Limits Of What Humans Will Eat,BREAKING NEWS,https://www.theonion.com/dominos-scientists-test-limits-of-what-humans-will-eat-1819594721
Life Expectancy Falls,AMERICAN VOICES,https://www.theonion.com/life-expectancy-falls-1819560034
Why Aren't We Going To The Gym?,TIME KILLERS,https://www.theonion.com/why-arent-we-going-to-the-gym-1819589040
Stress In Pregnancy Influences Asthma,AMERICAN VOICES,https://www.theonion.com/stress-in-pregnancy-influences-asthma-1819560031
"Falling Down Laundry Chute And Breaking Neck Remains America's No. 548,221 Killer",NEWS,https://www.theonion.com/falling-down-laundry-chute-and-breaking-neck-remains-am-1819569903
I'm Training To Ruin A Marathon,COMMENTARY,https://www.theonion.com/im-training-to-ruin-a-marathon-1819584481
Study: Most Children Strongly Opposed To Children’s Healthcare,BREAKING NEWS,https://www.theonion.com/study-most-children-strongly-opposed-to-children-s-hea-1819594802
Way Too Much Raised For Bronchitis Research,NEWS IN BRIEF,https://www.theonion.com/way-too-much-raised-for-bronchitis-research-1819569880
Anti-Smoking Drug Linked To Accidents,AMERICAN VOICES,https://www.theonion.com/anti-smoking-drug-linked-to-accidents-1819559999
MustStayAwake,COMMENTARY,https://www.theonion.com/must-stay-awake-1819584447
Diet Book Author Advocates New 'No Food Diet',TODAY NOW,https://www.theonion.com/diet-book-author-advocates-new-no-food-diet-1819594785
Peanut Allergies May Be Cured,AMERICAN VOICES,https://www.theonion.com/peanut-allergies-may-be-cured-1819559997
Stronger LASIK Warnings Urged,AMERICAN VOICES,https://www.theonion.com/stronger-lasik-warnings-urged-1819559989
Pittsburgh No. 1 In Soot,AMERICAN VOICES,https://www.theonion.com/pittsburgh-no-1-in-soot-1819559993
Hospital-Record Snoop Indicted,AMERICAN VOICES,https://www.theonion.com/hospital-record-snoop-indicted-1819559980
Badly Injured Man Not Done Partying Yet,LOCAL,https://www.theonion.com/badly-injured-man-not-done-partying-yet-1819569783
Hypothetical Multi-Ethnic Customer Base Smiles Down From HMO Billboard,NEWS IN PHOTOS,https://www.theonion.com/hypothetical-multi-ethnic-customer-base-smiles-down-fro-1819588948
Hungry FDA Official Orders Massive Pot Pie Recall,O-SPAN,https://www.theonion.com/hungry-fda-official-orders-massive-pot-pie-recall-1819594709
25% Of Teen Girls Infected With STD,AMERICAN VOICES,https://www.theonion.com/25-of-teen-girls-infected-with-std-1819559945
Wii Video Games Blamed For Rise In Effeminate Violence,NEWS,https://www.theonion.com/wii-video-games-blamed-for-rise-in-effeminate-violence-1819569690
Anonymous Philanthropist Donates 200 Human Kidneys To Hospital,LOCAL,https://www.theonion.com/anonymous-philanthropist-donates-200-human-kidneys-to-h-1819594700
Area Senior Remembers A Simpler Time When His Anus Didn't Leak,LOCAL,https://www.theonion.com/area-senior-remembers-a-simpler-time-when-his-anus-didn-1819569598
Pharmaceutical Company Says Its New Anti-Depressant Is 'Worthless And Dumb',PODCASTS,https://www.theonion.com/pharmaceutical-company-says-its-new-anti-depressant-is-1819581886
Anti-Cancer Machine Invented?,AMERICAN VOICES,https://www.theonion.com/anti-cancer-machine-invented-1819559879
Only Positive Statistic Of Year Announced,NEWS IN BRIEF,https://www.theonion.com/only-positive-statistic-of-year-announced-1819569491
Bush's New Dentist Faces Tough Confirmation Hearing,POLITICS,https://www.theonion.com/bushs-new-dentist-faces-tough-confirmation-hearing-1819569525
"Overweight College Student Announces Plans To Wear Shorts, Sandals For Rest Of Year",NEWS,https://www.theonion.com/overweight-college-student-announces-plans-to-wear-shor-1819569523
U.S. Breath Reaches All-Time Worst,NEWS,https://www.theonion.com/u-s-breath-reaches-all-time-worst-1819569520
The Health Of America,INFOGRAPHIC,https://www.theonion.com/the-health-of-america-1819588808
"If I Die, Please Finish This Sandwich",COMMENTARY,https://www.theonion.com/if-i-die-please-finish-this-sandwich-1819584421
Small Change In Procedure Wendy's Manager's Crowning Achievement,NEWS IN BRIEF,https://www.theonion.com/small-change-in-procedure-wendys-managers-crowning-achi-1819569429
FDA: Juicy Green Apple Conditioner Best Used With Juicy Green Apple Shampoo,NEWS IN BRIEF,https://www.theonion.com/fda-juicy-green-apple-conditioner-best-used-with-juicy-1819569418
New Heart Device Allows Cheney To Experience Love,POLITICS,https://www.theonion.com/new-heart-device-allows-cheney-to-experience-love-1819569369
Over-Optimistic NFL Doctor Says Injured Bills Player Kevin Everett Will Fly Out Of Hospital,SPORTS,https://www.theonion.com/over-optimistic-nfl-doctor-says-injured-bills-player-ke-1819569354
Chinese Authorities Execute 10 Million Recalled Toys,NEWS,https://www.theonion.com/chinese-authorities-execute-10-million-recalled-toys-1819569356
"Exhausted Doctor To Wake Up Early, Finish Surgery In Morning",NEWS IN BRIEF,https://www.theonion.com/exhausted-doctor-to-wake-up-early-finish-surgery-in-mo-1819569358
Scientists Isolate Area Of Brain That Doesn't Like Poking,NEWS IN BRIEF,https://www.theonion.com/scientists-isolate-area-of-brain-that-doesnt-like-pokin-1819569327
Study: Casual Sex Only Rewarding For First Few Decades,NEWS,https://www.theonion.com/study-casual-sex-only-rewarding-for-first-few-decades-1819569314
FDA Approves Seconds,NEWS,https://www.theonion.com/fda-approves-seconds-1819569277
In The Know: Should We Be Shaming Obese Children More?,IN THE KNOW,https://www.theonion.com/in-the-know-should-we-be-shaming-obese-children-more-1819594652
Unconsciousness Faked To Make Anesthesiologist Feel Better,NEWS IN PHOTOS,https://www.theonion.com/unconsciousness-faked-to-make-anesthesiologist-feel-bet-1819588655
Tragic Event Forces Man To Spend Rest Of Life Confined To Office Chair,NEWS,https://www.theonion.com/tragic-event-forces-man-to-spend-rest-of-life-confined-1819569251
Steve Young Pretty Sure He Remembers Bill Walsh,SPORTS,https://www.theonion.com/steve-young-pretty-sure-he-remembers-bill-walsh-1819588650
Counselors Quarantine Homesick Campers,NEWS IN BRIEF,https://www.theonion.com/counselors-quarantine-homesick-campers-1819569230
AMA: Plastic Surgery 'Only A Few Years Away' From Making Someone Look Better,NEWS IN BRIEF,https://www.theonion.com/ama-plastic-surgery-only-a-few-years-away-from-making-1819569209
Health Department Closes Perfectly Good Burrito Place,LOCAL,https://www.theonion.com/health-department-closes-perfectly-good-burrito-place-1819569200
Asthmatic Child Tired Of Hearing List Of Famous Asthmatics,NEWS IN BRIEF,https://www.theonion.com/asthmatic-child-tired-of-hearing-list-of-famous-asthmat-1819569194
"Half Of Nation Outraged At New, Not-Yet-Released Michael Moore Film",NEWS IN BRIEF,https://www.theonion.com/half-of-nation-outraged-at-new-not-yet-released-michae-1819569183
Single Bee Sends Gathering Of Humans Into Helpless Panic,LOCAL,https://www.theonion.com/single-bee-sends-gathering-of-humans-into-helpless-pani-1819569172
Davey Gendelman Hits Puberty,LOCAL,https://www.theonion.com/davey-gendelman-hits-puberty-1819569181
Study: Alzheimer’s Patients Say They Do Not Have Alzheimer’s,BREAKING NEWS,https://www.theonion.com/study-alzheimer-s-patients-say-they-do-not-have-alzhei-1819594622
"Shaking Off Amnesia, Gonzales Remembers He's Actually Pool Salesman From Tulsa",POLITICS,https://www.theonion.com/shaking-off-amnesia-gonzales-remembers-hes-actually-po-1819569131
Study: Many Americans Too Fat To Commit Suicide,NEWS,https://www.theonion.com/study-many-americans-too-fat-to-commit-suicide-1819569199
A History Of Head Injuries In Sports,SPORTS,https://www.theonion.com/a-history-of-head-injuries-in-sports-1819588585
Panic Attack Counted As Exercise,PODCASTS,https://www.theonion.com/panic-attack-counted-as-exercise-1819581586
Amazing Medical Discovery To Add Years Of Fish-Oil Consumption To Man's Life,NEWS IN BRIEF,https://www.theonion.com/amazing-medical-discovery-to-add-years-of-fish-oil-cons-1819569134
Armless Fiancée Shows Off Engagement Hat,PODCASTS,https://www.theonion.com/armless-fiancee-shows-off-engagement-hat-1819581579
"Editorial Cartoon - May 25, 2007",CARTOONS,https://www.theonion.com/editorial-cartoon-may-25-2007-1819588572
Dog Breeders Issue Massive Recall Of '07 Pugs,NEWS,https://www.theonion.com/dog-breeders-issue-massive-recall-of-07-pugs-1819569121
Study: 38 Percent Of People Not Actually Entitled To Their Opinion,NEWS IN BRIEF,https://www.theonion.com/study-38-percent-of-people-not-actually-entitled-to-th-1819569126
Recalled Pugs,ENTERTAINMENT,https://www.theonion.com/recalled-pugs-1819594411
Jesus Is My Health Insurance,COMMENTARY,https://www.theonion.com/jesus-is-my-health-insurance-1819584380
91-Year-Old Woman An Expert At Outliving,PODCASTS,https://www.theonion.com/91-year-old-woman-an-expert-at-outliving-1819581558
Visible Panty Line Discussed Like It's Cancer,PODCASTS,https://www.theonion.com/visible-panty-line-discussed-like-its-cancer-1819581557
Are Our Nation's Sewers Filthy Enough?,MAGAZINE,https://www.theonion.com/are-our-nations-sewers-filthy-enough-1819588561
Thirsty Mayor Drinks Town's Entire Water Supply,LOCAL,https://www.theonion.com/thirsty-mayor-drinks-towns-entire-water-supply-1819569099
Abstinence Education Doesn't Work,AMERICAN VOICES,https://www.theonion.com/abstinence-education-doesnt-work-1819559677
FDA Rarely Inspects Imported Food,AMERICAN VOICES,https://www.theonion.com/fda-rarely-inspects-imported-food-1819559667
Aging God Fitted For Omni-Focals,PODCASTS,https://www.theonion.com/aging-god-fitted-for-omni-focals-1819581537
Mammograms,INFOGRAPHIC,https://www.theonion.com/mammograms-1819588541
Junior Building Inspector Closes Down Tree House,PODCASTS,https://www.theonion.com/junior-building-inspector-closes-down-tree-house-1819581524
Binge Eater Doesn't Even Remember Entering Fourth KFC,PODCASTS,https://www.theonion.com/binge-eater-doesnt-even-remember-entering-fourth-kfc-1819581521
Christ Getting In Shape For Second Coming,NEWS,https://www.theonion.com/christ-getting-in-shape-for-second-coming-1819569039
Health & Fitness,ENTERTAINMENT,https://www.theonion.com/health-fitness-1819594404
U.N. Urges Circumcision To Fight HIV,AMERICAN VOICES,https://www.theonion.com/u-n-urges-circumcision-to-fight-hiv-1819559648
Wendy's New Homestyle Chicken Strip Salad Shamelessly Touted,PODCASTS,https://www.theonion.com/wendys-new-homestyle-chicken-strip-salad-shamelessly-to-1819581519
Ain't Nobody Telling Me What My Baby Allergic To,COMMENTARY,https://www.theonion.com/aint-nobody-telling-me-what-my-baby-allergic-to-1819584360
Anna Nicole Smith Finally Reaches Target Weight,ENTERTAINMENT,https://www.theonion.com/anna-nicole-smith-finally-reaches-target-weight-1819569026
Fat Guy Mistakenly Thought Of As Strong,LOCAL,https://www.theonion.com/fat-guy-mistakenly-thought-of-as-strong-1819569013
Slight Breeze Shatters Ken Griffey Jr.'s Femur,SPORTS,https://www.theonion.com/slight-breeze-shatters-ken-griffey-jr-s-femur-1819569012
Dying Baboon Pretty Low On Heart-Transplant List,NEWS IN PHOTOS,https://www.theonion.com/dying-baboon-pretty-low-on-heart-transplant-list-1819588494
Actress' Abortion Written Into TV Show,ENTERTAINMENT,https://www.theonion.com/actress-abortion-written-into-tv-show-1819569016
Heavily Processed Food Makes Pathetic Nutritional Claims,NEWS IN BRIEF,https://www.theonion.com/heavily-processed-food-makes-pathetic-nutritional-claim-1819569001
Specters Of Dental Hygienists Past Haunt Convention Center,LOCAL,https://www.theonion.com/specters-of-dental-hygienists-past-haunt-convention-cen-1819569007
I Don't Want Health Care If Just Anyone Can Have It,COMMENTARY,https://www.theonion.com/i-dont-want-health-care-if-just-anyone-can-have-it-1819584369
Walter Reed Head Fired,POLITICS,https://www.theonion.com/walter-reed-head-fired-1819559638
Dick Cheney Can't Get Enough New Hearts,PODCASTS,https://www.theonion.com/dick-cheney-cant-get-enough-new-hearts-1819581468
Temperature Of Coffee Expected To Rise Nine Degrees By End Of 21st Century,NEWS IN BRIEF,https://www.theonion.com/temperature-of-coffee-expected-to-rise-nine-degrees-by-1819568978
Doctor Trying To Get Unemployed Friend A Doctor Job,NEWS,https://www.theonion.com/doctor-trying-to-get-unemployed-friend-a-doctor-job-1819568964
Nation's Joggers Sick Of Finding Dead Bodies,NEWS,https://www.theonion.com/nations-joggers-sick-of-finding-dead-bodies-1819568951
"Castro Leaves Hospital Two Years Younger, Four Inches Taller",NEWS IN PHOTOS,https://www.theonion.com/castro-leaves-hospital-two-years-younger-four-inches-t-1819588451
