Title,Publishing Date,Len,Content
Gummy Bears Born Conjoined,8/13/03,893,"Swedish supergroup ABBA has announced they will release their first new album in four decades and will stage a series of virtual concerts using digital avatars of themselves in London next year. What do you think? COLLEGE PARK, MD—After studying what went down and analyzing every potential outcome, a report released Monday by… HOLLAND, MI—Stating her position unprompted during a commercial break for Jeopardy!, local mom Stephanie Waller… With many shows’ schedules affected by the coronavirus pandemic, the fall television slate includes a mixture of… BERKELEY, CA—In a rare silver lining amid increasingly dire assessments of the climate crisis, optimistic… WASHINGTON—In an effort to combat the effects of climate change, federal authorities responded to rising sea levels… Podcast host Joe Rogan has revealed that he contracted Covid-19 and took a “kitchen sink” of proven and unproven…"
Gary Busey Nearly Drowns Recovering Pork Chop From Swimming Pool,8/06/03,605,"LOS ANGELES—Actor Gary Busey was flown from his Malibu home to Cedars-Sinai Medical Center after he nearly drowned trying to retrieve a pork chop from the bottom of his swimming pool Tuesday. ""We're eating on the patio, and Gary suddenly shouts, 'Let's have dinner in the pool!' and starts throwing baby red potatoes and hunks of meat into the water,"" said Lupo Risinger, Busey's friend and next-door neighbor. ""Well, the pork chop he threw sank like a stone, and—you know Gary—he wouldn't come up for air until he had that sucker in his teeth."" Busey is currently listed in ""marginally stable"" condition."
Shape Magazine Declares July 'Let Yourself Go' Month,7/09/03,637,"WOODLAND HILLS, CA–Shape, the women's fitness magazine, has officially declared July ""Let Yourself Go"" Month. ""You've toned those abs and burned the flab in time for bikini season… Now it's time for a meatball sandwich,"" wrote Shape editor-in-chief Barbara Harris in her 'From The Editor' column. ""Come on, live a little. Don't be a tight-ass with a tight ass. Eat, lounge, and slouch your way to a happier, more satisfied you."" Features in the issue include ""Girth Equals Mirth: Six Sure-Fire Techniques For Broadening That Belly,"" ""Wrinkles: The More You Have, The More You've Lived,"" and ""Reduce Unwanted Stress By Not Giving A Fuck."""
Man Who Hasn't Moved In Six Hours Repeatedly Welcomed Back By TV,7/02/03,427,"PADUCAH, KY—Despite not moving from his couch for more than six hours, Randy Kresge, 26, was repeatedly welcomed back by his television Monday. ""Welcome back to Blind Date,"" said show host Roger Lodge, one of 12 different TV personalities to herald the return of the inert Kresge. ""So glad you could join us."" Kresge's obvious intention to remain seated did not keep the television from repeatedly urging him to ""stick around."""
Therapist Beginning To Show Cracks In Caring Façade,6/04/03,523,"SANTA MONICA, CA—After five years of counseling, psychotherapist Diana Berg is beginning to show cracks in her caring façade, patient Ian Cassell reported Tuesday. ""When I told her how I still put everyone else's happiness above my own, she exhaled really loud, like she was exasperated,"" Cassell said. ""Then she said, 'Well, we did talk about that last session, didn't we?'"" Berg, who has had twice-weekly sessions with Cassell since 1998, said through gritted teeth that she suspects he doesn't really want to get better."
Manic-Depressive Friend A Blast While Manic,6/04/03,4696,"BUFFALO, NY—Manic-depressive Tom Ruzek, 24, may be a ""total drag for months on end,"" but he is ""a blast"" while in his manic state, friends of the troubled Buffalo State graduate student said Monday. Ruzek, diagnosed with manic depression three years ago by psychiatrists at Mount Zion Mental Health Center, has suffered from the disorder since high school. His condition causes him to experience cyclical bouts of prolonged depression followed by spells of mania, characterized by irrational feelings of elation, delusions of grandeur, and boundless energy. It is in this heightened state, friends say, that Ruzek is awesome. ""Sometimes, Tom can be a real downer,"" said roommate Eric Callas, 23. ""He'll hole up in his room, and if you try to talk to him, all he does is bitch, bitch, bitch. But once you get to know him better, you see that he's got this totally wild-and-crazy, life-of-the-party side, too. When that comes out, everybody's all like, 'All right! The ol' Tomster we know and love is back!'"" According to friends, the manic version of Ruzek possesses many fun, attractive qualities. These include his propensity for outrageous, elaborately choreographed table-top dance numbers at bars and restaurants, his ability to go without sleep for up to 72 hours at a time during spur-of-the-moment road trips, and his wildly generous spending sprees, during which he lavishes friends with expensive gifts in spite of his massive debt. ""Once, we were hanging out at the mall when, out of nowhere, Tom bought me this remote-controlled, gas-powered miniature helicopter for my birthday, even though my birthday wasn't for another five months,"" Ruzek friend Cris Harbaugh said. ""We had a ton of fun flying it around the parking lot, buzzing cars and freaking people out until the mall-security guy told us to leave. Tom got so worked up about getting busted, he filled the toy with M-80s and blew it up in midair—right there in the outdoor food court. Man, what a great day that was."" Friends also enjoy watching Ruzek cut loose on one of his wild, stream-of-consciousness rants. ""Tom's got this web page he keeps, and sometimes a month or more will go by where he doesn't do any updates, except for really short entries like 'Peed in a jar today rather than leave bed,'"" friend Alicia Reynolds said. ""But then, sometimes he'll get on these jags where he'll write, like, 20 pages in a single day—hilarious, over-the-top stuff about how every one of us is a white-hot energy source extending to every corner of the universe."" Compounding his manic episodes, Ruzek will often neglect to take his daily dose of mood-stabilizing medication, believing he doesn't need it. ""Tom got so down last winter, he started taking heavy doses of antidepressants,"" Reynolds said. ""I was really worried about him, but he recently told me he's gotten so much better, he no longer needs artificial substances to be happy. He says he's off the pills and high on life. What a great new attitude. It's hard to believe there was a time when he was so bummed out, he didn't eat any solid food other than Doritos for a month."" Added Reynolds: ""Check out these photos he took of himself in the mirror. He just got a new digital camera, and he e-mailed me the test pictures he took of himself, just to see if it worked. He must have taken, like, 250 of them."" Though Ruzek's friends describe him as ""moody,"" ""excitable,"" and ""a little psycho,"" most are unaware of the seriousness of his condition. According to his therapist, Dr. Howard Wenger, this is due to a combination of the shame manic-depressives like Ruzek feel about revealing their illness and the public's lack of knowledge about the condition. ""What these people don't realize is that Tom has a deadly serious mental illness that, left untreated, will wreak untold havoc on his life,"" Wenger said. ""He is trapped in a self-destructive cycle that could one day prove fatal. There is nothing 'fun' about his disorder, no matter how it appears to outsiders. Tom is a very sick man."" Told of Wenger's appraisal, Ruzek strenuously disagreed. ""Me? I'm fine,"" Ruzek said. ""In fact, I'm so far beyond fine as to be essentially perfect. I would go so far as to say that I am the most perfect being ever to walk God's green earth. Hey, who wants pizza? I'm buying. No, wait—Chinese. No, wait—sushi. No, wait—where are my car keys? I feel like driving 100 miles an hour around the parking lot of that abandoned screen-door factory at the edge of town. Let's blast some Andrew W.K. and scream at the top of our lungs until dawn."" ""Hey, world, look at me, I'm the King of Siam!"" added Ruzek, before collapsing to the floor in a state of physical and emotional exhaustion."
Podiatrist A Jerk,5/21/03,490,"HOFFMAN ESTATES, IL—Podiatrist Dr. Don Smithson is a ""big jerk"" who ""talks down to you like you're an idiot,"" patient Greg Lindblad reported Tuesday. ""Dr. Smithson totally scolded me for not cutting my toenails straight across—he says the ingrown toenail is my own fault,"" Lindblad said. ""Pardon me, Dr. Smithson. My life should revolve around maintaining proper foot care. What a dick."" Lindblad also claimed Smithson ""completely chewed [him] out"" for allowing his bunions to go untreated."
Podiatrist A Jerk,5/21/03,490,"HOFFMAN ESTATES, IL—Podiatrist Dr. Don Smithson is a ""big jerk"" who ""talks down to you like you're an idiot,"" patient Greg Lindblad reported Tuesday. ""Dr. Smithson totally scolded me for not cutting my toenails straight across—he says the ingrown toenail is my own fault,"" Lindblad said. ""Pardon me, Dr. Smithson. My life should revolve around maintaining proper foot care. What a dick."" Lindblad also claimed Smithson ""completely chewed [him] out"" for allowing his bunions to go untreated."
Pfizer Launches 'Zoloft For Everything' Ad Campaign,5/14/03,4062,"NEW YORK–Seeking to broaden the customer base of the popular drug, Pfizer announced the launch of a $40 million ""Zoloft For Everything"" advertising campaign Monday. ""Zoloft is most commonly prescribed for the treatment of depression and anxiety disorders, but it would be ridiculous to limit such a multi-functional drug to these few uses,"" Pfizer spokesman Jon Pugh said. ""We feel doctors need to stop asking their patients if anything is wrong and start asking if anything could be more right."" Continued Pugh: ""How many millions of people out there are suffering under the strain of a deadline at work or pre-date jitters, but don't realize there's a drug that could provide relief? Zoloft isn't just for severe anxiety or depression. Got the Monday blues? Kids driving you nuts? Let Zoloft help. Zoloft."" Zoloft (sertraline hydrochloride) was originally introduced as a means of treating depression, post-traumatic stress disorder, panic disorder, and obsessive-compulsive disorder. In January of this year, however, Pfizer won FDA approval for use of Zoloft to treat premenstrual dysphoric disorder, as well as social-anxiety disorder, or ""social phobia."" Last week, the FDA okayed Zoloft for treatment of ""the entire range of unpleasant or otherwise negative social, physical, and mental feelings that an individual may experience in the course of a human life."" ""At first, Zoloft was only used to treat depression,"" Pugh said. ""But what is depression, really? Who died and gave doctors the authority to dictate who is and isn't depressed? One man's hangnail could be another man's darkest depths of despair. Isn't medication a tool to help people lead better, happier lives? Access to drugs should not be restricted to those the medical community officially deems 'sick.'"" Pfizer president James Vernon said the ""Zoloft For Everything"" campaign will employ print and TV ads to inform potential users about the ""literally thousands"" of new applications for Zoloft. Among the conditions the drug can be used to treat: anxiety associated with summer swimsuit season, insecurity over sexual potency and performance, feelings of shame over taking an antidepressant, and a sense of hollowness stemming from losing an online auction. In today's fast-paced world, Vernon said, people don't have time to deal with mood changes. ""Zoloft has always helped clinically depressed people modulate serotonin levels and other chemical imbalances that make life unlivable for them,"" Vernon said. ""But now, Zoloft can also help anyone who needs their emotions leveled off. Do you find yourself feeling excited or sad? No one should have to suffer through those harrowing peaks and valleys."" Anita White of Yuma, AZ, sought out Zoloft after seeing one of the new commercials. ""I was sitting on the couch, just watching TV, and, for the life of me, I couldn't motivate myself to go down to the basement to do the laundry,"" White said. ""Luckily, a Zoloft ad came on right at that moment. I went to their web site and, sure enough, one of the 'Is Zoloft Right For You?' quiz questions was, 'Are you unable to motivate yourself to go down to the basement to do the laundry?' That's when I knew."" Other pharmaceutical companies are following Pfizer's lead. On Tuesday, Paxil manufacturer GlaxoSmithKline unveiled its new ad slogan, ""Paxil… Give It A Try."" Eli Lilly, maker of Prozac, is slated to launch a similar campaign built around the slogan, ""Pot Roast Burnt? Husband Home With The Flu? You're Having One Of Those Prozac Days."" ""We are letting consumers know that if they suspect Zoloft might improve the quality of their lives, they should contact their doctor,"" Pugh said. ""And remember, you'll need to take Zoloft for at least eight weeks to make sure it's working."" Pugh warned that Zoloft use may cause side effects such as agitation, erratic behavior, restlessness, difficulty speaking, or shaking of hands and fingers. He added that Zoloft can help those suffering from agitation, erratic behavior, restlessness, difficulty speaking, and shaking of hands and fingers."
Pfizer Launches 'Zoloft For Everything' Ad Campaign,5/14/03,4062,"NEW YORK–Seeking to broaden the customer base of the popular drug, Pfizer announced the launch of a $40 million ""Zoloft For Everything"" advertising campaign Monday. ""Zoloft is most commonly prescribed for the treatment of depression and anxiety disorders, but it would be ridiculous to limit such a multi-functional drug to these few uses,"" Pfizer spokesman Jon Pugh said. ""We feel doctors need to stop asking their patients if anything is wrong and start asking if anything could be more right."" Continued Pugh: ""How many millions of people out there are suffering under the strain of a deadline at work or pre-date jitters, but don't realize there's a drug that could provide relief? Zoloft isn't just for severe anxiety or depression. Got the Monday blues? Kids driving you nuts? Let Zoloft help. Zoloft."" Zoloft (sertraline hydrochloride) was originally introduced as a means of treating depression, post-traumatic stress disorder, panic disorder, and obsessive-compulsive disorder. In January of this year, however, Pfizer won FDA approval for use of Zoloft to treat premenstrual dysphoric disorder, as well as social-anxiety disorder, or ""social phobia."" Last week, the FDA okayed Zoloft for treatment of ""the entire range of unpleasant or otherwise negative social, physical, and mental feelings that an individual may experience in the course of a human life."" ""At first, Zoloft was only used to treat depression,"" Pugh said. ""But what is depression, really? Who died and gave doctors the authority to dictate who is and isn't depressed? One man's hangnail could be another man's darkest depths of despair. Isn't medication a tool to help people lead better, happier lives? Access to drugs should not be restricted to those the medical community officially deems 'sick.'"" Pfizer president James Vernon said the ""Zoloft For Everything"" campaign will employ print and TV ads to inform potential users about the ""literally thousands"" of new applications for Zoloft. Among the conditions the drug can be used to treat: anxiety associated with summer swimsuit season, insecurity over sexual potency and performance, feelings of shame over taking an antidepressant, and a sense of hollowness stemming from losing an online auction. In today's fast-paced world, Vernon said, people don't have time to deal with mood changes. ""Zoloft has always helped clinically depressed people modulate serotonin levels and other chemical imbalances that make life unlivable for them,"" Vernon said. ""But now, Zoloft can also help anyone who needs their emotions leveled off. Do you find yourself feeling excited or sad? No one should have to suffer through those harrowing peaks and valleys."" Anita White of Yuma, AZ, sought out Zoloft after seeing one of the new commercials. ""I was sitting on the couch, just watching TV, and, for the life of me, I couldn't motivate myself to go down to the basement to do the laundry,"" White said. ""Luckily, a Zoloft ad came on right at that moment. I went to their web site and, sure enough, one of the 'Is Zoloft Right For You?' quiz questions was, 'Are you unable to motivate yourself to go down to the basement to do the laundry?' That's when I knew."" Other pharmaceutical companies are following Pfizer's lead. On Tuesday, Paxil manufacturer GlaxoSmithKline unveiled its new ad slogan, ""Paxil… Give It A Try."" Eli Lilly, maker of Prozac, is slated to launch a similar campaign built around the slogan, ""Pot Roast Burnt? Husband Home With The Flu? You're Having One Of Those Prozac Days."" ""We are letting consumers know that if they suspect Zoloft might improve the quality of their lives, they should contact their doctor,"" Pugh said. ""And remember, you'll need to take Zoloft for at least eight weeks to make sure it's working."" Pugh warned that Zoloft use may cause side effects such as agitation, erratic behavior, restlessness, difficulty speaking, or shaking of hands and fingers. He added that Zoloft can help those suffering from agitation, erratic behavior, restlessness, difficulty speaking, and shaking of hands and fingers."
Dozens Dead In Chicago-Area Meatwave,5/07/03,3749,"CHICAGO–A deadly meatwave swept through the Chicago area over the weekend, leaving an estimated 40 residents dead of steaks, chops, ribs, bacon, and various other forms of meat exhaustion. “This is easily the worst meatwave I’ve seen around these parts since the summer of ‘79,” said John Gruznek, a Chicago gravicologist. “Most of the bodies I’ve examined were bloated beyond all recognition.” “The excessively high level of pork loins, sirloin tips, bratwurst, and other meats was indisputably the number-one factor in these deaths,” said Chicago mayor Richard Daley, speaking from his temporary command center at Ruth’s Chris Steak House on North Dearborn Street. “Most of these people consumed a considerable fraction of their weight in animal flesh before ultimately succumbing to meatstroke.” “This meatwave,” Daley continued, “is a clear hazard to anyone capable of chewing and swallowing Chicago’s vast array of delicious, succulent meats.” Max Peltz, director of Emergency Medical Services And Barbecue for Cook County, said that non-stop ingestion of beef, pork, chicken, lamb, and veal had caused the victims’ digestive systems–and, ultimately, their entire bodies–to shut down. “The human body, as you may be aware, is roughly 60 percent water,” Peltz said. “However, many don’t realize that it’s also 75 percent meat. If that percentage rises too high too quickly, it may result in a distended stomach, intestinal bloating, and even death. Believe me, it’s not a pretty way to go. A coroner never forgets the first time he examines the body of someone who died from roast-traumatic stress.” According to Peltz, the meatwave victims’ causes of death have ranged from cardiac beefurcation to smoked-sausage inhalation. There has even been one confirmed indirect meat-related fatality, a 51-year-old Evanston man who died from a catastrophic smothering in mushrooms and onions. Chicago public-health officials are urging residents to stay in their homes, advising them to lay out extra napkins and carving forks, drink plenty of water, and venture outside only to procure Zantac, Tums, and Immodium AD. Yet despite such warnings, the meatwave-related casualties continue to mount. “This happens every few years in Chicago,” said emergency worker Peter Barreras. “People in this town act pretty tough, and they always say the same things: ‘I can handle the meat.’ Or ‘You call this a hot dog?’ Or, my favorite, ‘It’s just a hot wing. How much can one little hot wing hurt me?’ Well, I’ll tell you. A lot.” Barreras said that for a meatstroke victim, familiarity with basic first-aid can be the difference between life and death. “If you or someone you’re eating with collapses from The Meats, know what to do,” Barreras said. “Many people think that administering them emergency salads or tofu is the way to go, but the shock to the system is too great. Bring their meat index down gently and gradually by first immersing them in cold cuts. Call a doctor and talk to them while you wait for help to arrive. Under no circumstances should you let them have another pork chop, ham slice, or New York strip. Administer a solution of turkey tetrachloride, give them coffee, and don’t let them lose consciousness.” Meateorologists speculate that the deadly meatwave was caused by a stationary high-protein ridge extending along the shore of Lake Michigan. They fear that Milwaukee and Kansas City could be next. “Mother Nature sure has cooked us up a big one this time,” Peltz said. “If it’s this bad now, imagine what’ll land on the city’s plate during Taste Of Chicago.” If the meatwave continues through next week as predicted, the death toll could reach 100, making it the worst natural food disaster since the San Francisco Panquake of 1970."
Recovering Alcoholic Clearly Kind Of Proud Of Once Being An Alcoholic,4/30/03,4239,"BURNSVILLE, MN—Recovering alcoholic Tim Schwann, 33, still clearly takes a certain pride in his hard-drinking days, sources reported Monday. ""Man, did I used to put it away,"" said Schwann, nursing a soda at a recent party. ""Look at me. I weigh, like, 160. You'd never guess a guy my size could pound a case of Miller Genuine Draft, a fifth of schnapps, and a bottle of Mad Dog over the course of six hours. I was a machine."" Despite renouncing alcohol following a 2001 stint in rehab, Schwann seems to romanticize his years of heavy drinking, frequently waxing nostalgic about the days when his life was dedicated to the consumption of beer and liquor. ""One time, Rob [Reilly] came over on a Sunday afternoon, and we plowed through two cases like it was nothing,"" Schwann said. ""Around 6:30, we realized we were out of beer and had to make a run for more, but the stupid liquor stores were closed. We ended up driving all the way to Wisconsin to find a store that still sold beer on Sunday. We didn't care: We were hell-bent on partying, and when we finally got back, that's exactly what we did. Big time."" Even though Schwann hasn't gone into Sullivan's Wake, the site of many of his ugliest drinking bouts, in nearly two years, he said he still holds a special place in his heart for the bar. ""Sullivan's was the best,"" Schwann said. ""All the guys from the machine shop used to drink there after work. In the morning, you'd see guys from the third shift waiting for the bar to open at 8 a.m., and I was usually right there with them. Mike, the owner, told me he had to order an extra keg of MGD per week after I started showing up. He used to say I was putting his kids through college—which was kind of ironic considering I got kicked out of high school for sneaking vodka into class."" One of Schwann's favorite binge-drinking stories involves stealing a keg of beer from a University of Minnesota fraternity house. ""This is about nine years ago,"" Schwann said. ""My roommate Andy [Stavokakis] and I swiped this full keg that was being delivered to the Fiji house for a party that night. We ended up drinking the whole thing in two days. We were so drunk, we forgot to add ice, so the beer was warm most of the second day. We didn't care. We were crazy back then, and warm beer wasn't going to stop us."" According to friends, Schwann rarely tells stories of events that occurred during his past 20 months of sobriety. ""If I ask him about some rock show he went to over the weekend, he'll have nothing to say,"" coworker Henry Blount said. ""But if the subject of beer comes up, he suddenly springs to life. It's pretty clear that he considers his drinking days the best of his life, even though the stories always end up with him in jail or vomiting in a Stop-N-Go."" Schwann finally decided to check himself into the Helping Hand Detox Center in June 2001 after being fired from his machinist job and going on ""a bender to end all benders."" Over the course of three days, Schwann demolished his 1984 Chevette, accidentally set fire to his apartment, and passed out on the porch of an old girlfriend's house. ""Dude, you should have seen me, I was so fucked up,"" Schwann said. ""I knew I needed help, but you can't keep a party guy like me down, so right after waking up on the porch, I went off on another pub crawl. I wound up curled up on Melissa's front door again. After she got done yelling at me for being an asshole, she drove me to the rehab center. She never did forgive me for taking a shit on her lawn."" Since going sober, Schwann has dramatically turned his life around, earning his GED and enrolling in night classes at a St. Paul community college. He has also renewed his interest in woodworking, a hobby he abandoned after smashing all his projects in a 1998 whiskey-induced rage. ""I've been sober for almost two years now, and I finally feel like I'm in control of my life,"" Schwann said. ""Sure, drinking Shirley Temples and going to AA meetings isn't as exciting as waking up in a ditch with a splitting headache and no clue how you got there. But even though I miss all those fun times, I don't miss the actual drinking that much. Besides, I know in my heart that if I wanted to, I could still out-drink anyone out there."""
U.S. Dentists Can't Make Nation's Teeth Any Damn Whiter,4/23/03,3450,"WASHINGTON, DC–In an official statement Monday, a spokesman for the American Dental Association announced that it cannot make the teeth of the nation's citizens any goddamn whiter. ""As medical professionals, there is a limit to how white we can make your teeth,"" ADA president T. Howard Jones said. ""Using various new tooth-whitening procedures, we can remove the extrinsic staining from your teeth and make them look their absolute whitest. But that's still not enough for you psychos. You need whiter. Well, if you want to go to Mexico and have someone implant a black light in your gums so your teeth glow an unearthly white, go nuts. I'm just telling you what we're medically and legally capable of at this time."" Jones said Americans enjoy a staggering variety of teeth-whitening options, including lasers, gels, bleaches, strips, rinses, pastes, and carbamide-peroxide trays from such makers as Rembrandt, Brite Smile, Perfect Smile, PowerWhite, Rapid White, and Pearl Drops. But despite the seemingly limitless dental-bleaching procedures and products available, Jones said the nation's vain populace is still not satisfied. ""We're not holding anything back, honest,"" Jones said. ""If there was some way to make your teeth whiter, we'd be thrilled to offer it to you and charge you an arm and a leg for it. You're just going to have to come to grips with the fact that your teeth have a slight natural tint. Unless you want us to start painting your teeth with correction fluid, you'll have to accept that cruel fact."" Jones stressed that the ADA has nothing against tooth whitening, noting that most of its 147,000 members offer everything from laser bleaching to porcelain veneers to dental bonding. The typical ADA dentist, however, is irked by customers who come in for routine bleaching and leave disappointed because ""their teeth don't inflict retinal damage when you look directly into them."" ""Hey, if your teeth are stained or discolored, come on in, and we'll fix you up,"" Jones said. ""Professional teeth bleaching can whiten your teeth upwards of five shades, but once they reach their limit, that's it. You need to stop comparing your teeth to your refrigerator."" Citizens across the U.S. are expressing confusion over the ADA's defensive tone. ""I don't see why they're getting all huffy,"" said St. Paul, MN, resident Tamara Wenders, her words garbled by a mouthful of Crest Whitestrips. ""They're making a lot of money. I thought dentists wanted us to have clean teeth."" Added Wenders, looking into the mirror: ""I think it's working."" According to ADA member Dr. Walter Foti, D.D.S., the national obsession with perfectly white teeth may only be getting started. ""What happens once, at long last, you people get your teeth pure white?"" Foti asked. ""Will you finally be satisfied? Of course not. Then you'll want clear teeth. You won't rest until your fucking teeth are see-through."" ""Look, you want white teeth so damn bad? It's simple,"" Jones said. ""Don't smoke, stay away from coffee, tea, and soda, brush and floss regularly, and go to your dentist every six months. Sure, have your teeth whitened occasionally, but keep in mind that we can only go far as the technology allows. When someone creates a better teeth-whitening procedure, we'll slap an 'ultra' on it and get it out on the market as fast as the FDA allows. Until then, be happy with what you have. Americans really need to learn to live with almost-total perfection."""
New Children's Book Helps Kids Deal With Pain And Isolation Of Plastic Surgery,4/16/03,3485,"MIAMI—As a pediatric plastic surgeon, Dr. Jessica Krieg changes little faces and lives for the better. Yet for all the good she does, she is all too aware that rhinoplasty and liposuction can be difficult, scary experiences for a child. With her new book, Norah's New Nose, she hopes to change all that. ""These children, on the threshold of becoming something—and someone—beautiful, are often scared and unsure of what's about to be done to them,"" Krieg said. ""In Norah's New Nose, I try to show them there's nothing to fear, and that when it's over, there's no need for shame."" As the book opens, Norah, a little girl who inherited her father's ""generous"" nose, is peering out her bedroom window at the moon. ""'Good night!' Miss Moon said to Norah,"" the book reads. ""But although the beautiful Miss Moon said good night to Norah, she said it the same way Mommy says good night to homely Miss Crabgrass or creepy old Mr. Kratch. Norah became very sad."" Norah's mother explains to her that something is preventing Miss Moon from seeing what a pretty little girl she is—something ""right in front of her face."" ""It isn't Miss Moon's fault she can't see your inner beauty,"" Mommy gently tells Norah. ""Miss Moon may be very special, but she isn't all-powerful."" Using an enchanted mirror, Mommy shows Norah the difference between her own perfect nose and her daughter's ""big, broad, bulky bird beak."" Norah starts to cry, but Mommy assures her that doctors at the hospital can solve her problem, just like they solved Mommy's. ""I wanted to show these kids that the changes they go through in the plastic-surgery ward are normal and natural,"" Krieg said. ""It's not like getting your tonsils out. It's something to make you even better instead of just barely good enough."" Norah's New Nose has already earned raves from Krieg's fellow pediatric plastic surgeons, but the reviews that matter most to Krieg are the ones from her patients. ""I love Norah's animal friends, especially Pugsley The Duckling,"" said Lacey Ginsberg, a Great Neck, NY, 7-year-old who read Krieg's book before getting the same nasal-resculpting procedure as Norah and Pugsley. ""Poor Pugsley was scared, but Norah helped her be brave. I want Daddy to get me a Pugsley doll—the one with the 'after' nose."" ""I like the part where Lissa The Thin-Lipped Butterfly changes from a butterfly into a beautiful betterfly,"" said Amanda Robles, 8, a collagen-therapy patient from Long Beach, CA. ""She'll win all the butterfly pageants now. And even though Matt R. Pillar now pays attention to her, she realizes she's way too good for him."" For all the praise Norah's New Nose has received from Krieg's colleagues, the book is not without its detractors. ""This sends a horrible message to children,"" renowned pediatrician and author Dr. T. Berry Brazelton said. ""I shouldn't have to tell anyone how damaging it is to put so much emphasis on a child's physical appearance. This is by far the worst book I've ever seen."" Krieg said she was not surprised by Brazelton's reaction. ""Of course he'd say that,"" Krieg said. ""It's just like what Miss Moon tells Norah at the end, after she comes back home with her beautiful new nose: 'My dear, now that you are as beautiful as a little girl can possibly be, all those people are just jealous.'"" ""The message isn't that being good-looking makes everything okay,"" Krieg continued. ""It just presents a whole new set of challenges—challenges these children are finally beautiful enough to face."""
Guy Eats Own Weight In Combos Over Three-Month Period,4/16/03,550,"CULLMAN, AL—In the past three months, John ""Jenko"" Quigley, 26, has casually consumed 276 pounds of pepperoni-pizza-flavored Combos snacks, an amount equal to his own body weight. ""Actually, Jenko weighs almost 300 pounds now, but he was 276 when he started around New Year's Day,"" friend Darrell Nenn said Monday. ""Guess all those bite-sized pretzels with cheese-flavored filling can really pork a guy out."" Quigley said he began eating the popular snack food to curb his appetite between meals, but continued long after his hunger was cheesed away."
The SARS Epidemic,4/16/03,144,"Many Americans are worried about the spread of SARS, the mysterious, deadly respiratory illness sweeping China and Hong Kong. What do you think?"
Man Not Sure What To Do About Vet's Request For Dog-Urine Sample,4/09/03,567,"MISSOULA, MT–Dog owner Darryl Burkhard, 36, said Tuesday that he is unsure how to fulfill his veterinarian's orders to extract a urine sample from ailing cocker spaniel Sneakers. ""The vet just casually asked me to bring in a sample, like I'd automatically know how to do that,"" Burkhard said. ""Do I take Sneakers for a walk and then stick a cup under him at just the right moment? Or do I, like, fasten a cup to his genitals with a belt and wait for him to eventually go? Either way, I'm probably looking at some sort of really unpleasant dog-piss-related situation."""
Side Effects Sound Awesome,4/09/03,518,"SAN JOSE, CA–Watching a TV commercial for the prescription allergy medication Nasonol, local resident Troy Henderson, 23, remarked Tuesday that the drug's possible side effects ""sound awesome."" ""Dizziness, drowsiness, excitability, loss of motor function, irregular heartbeat, tingling sensations in the chest and sinuses–man, Nasonol's got it all,"" Henderson said. ""I gotta score some of that."" Henderson, who does not suffer from any allergies, said he plans to call his pollen-allergic friend Steve to ""hook me up."""
Prescription-Drug Safety,3/26/03,135,"When taking prescription drugs, it is vital to be fully informed about proper usage. Here are some helpful hints to ensure your safety:"
"Bacon Good For You, Reports Best Scientist Ever",2/19/03,636,"ROCHESTER, MN—Bacon, long believed to contribute to heart disease and obesity, possesses significant health benefits, according to a study released Monday by Dr. Albert Gruber, the best scientist ever. ""My research has found that three strips of crispy, mouthwatering bacon every morning can actually reduce cholesterol and help slow the aging process,"" the awesome Gruber said. ""What's more, the bacon's positive effects are enhanced when combined with milk shakes and/or marijuana."" In 1997, Gruber, a Mayo Clinic cardiologist, was awarded nine Nobel Prizes in Medicine for discovering that frequent oral sex with models cures cancer."
Area Man Proud Of Blood Type,1/22/03,509,"RADCLIFFE, IA—Despite its being the uncontrollable product of genetics and chance, Phil Schroeder's blood type is a frequent source of pride for the 26-year-old graphic designer. ""I'm B-negative,"" said Schroeder, expecting to get a big reaction from coworker Mindy Tremont. ""That's the second most rare after AB-negative."" Schroeder, who has been known to high-five fellow B-negatives, went on to tell Tremont that individuals with Type B are said to be creative and excitable, prompting her to murmur, ""Wow."""
